subject_id,n_windows,accuracy,sensitivity,specificity,precision,f1_score,roc_auc,pr_auc,tn,fp,fn,tp
57,252,51.587301587301596,97.61904761904762,5.555555555555555,50.82644628099173,66.84782608695652,0.6189216427311665,0.6336544190512791,7,119,3,123
58,252,63.095238095238095,73.80952380952381,52.38095238095239,60.78431372549019,66.66666666666666,0.701310153691106,0.6826280395442154,66,60,33,93
59,252,68.25396825396825,95.23809523809523,41.269841269841265,61.855670103092784,75.0,0.8335852859662384,0.8381202485453279,52,74,6,120
60,252,58.333333333333336,92.85714285714286,23.809523809523807,54.929577464788736,69.02654867256636,0.7227261274880323,0.7242979507306521,30,96,9,117
61,252,58.730158730158735,96.03174603174604,21.428571428571427,55.00000000000001,69.94219653179191,0.8066263542454017,0.8239620098503573,27,99,5,121
62,252,73.80952380952381,98.4126984126984,49.2063492063492,65.95744680851064,78.98089171974523,0.8793776769967246,0.8460812406550883,62,64,2,124
63,252,42.857142857142854,10.317460317460316,75.39682539682539,29.545454545454547,15.294117647058824,0.3357268833459309,0.3955688749863826,95,31,113,13
64,252,58.333333333333336,88.09523809523809,28.57142857142857,55.223880597014926,67.88990825688074,0.578294280675233,0.5521260656485822,36,90,15,111
65,252,50.0,0.0,100.0,0.0,0.0,0.46334089191232053,0.4686501095455762,126,0,126,0
66,252,51.98412698412699,84.92063492063492,19.047619047619047,51.196172248803826,63.88059701492538,0.5359662383471908,0.5308347783680565,24,102,19,107
67,252,50.0,0.0,100.0,0.0,0.0,0.3090828924162258,0.3984946351421503,126,0,126,0
68,252,50.0,0.0,100.0,0.0,0.0,0.2962333081380701,0.37425087361404163,126,0,126,0
69,252,62.301587301587304,93.65079365079364,30.952380952380953,57.56097560975609,71.29909365558912,0.7853363567649283,0.7905907908714185,39,87,8,118
70,252,27.77777777777778,15.079365079365079,40.476190476190474,20.212765957446805,17.272727272727273,0.20080624842529604,0.34556636317048905,51,75,107,19
71,252,50.0,0.0,100.0,0.0,0.0,0.3459939531368103,0.40440542995469214,126,0,126,0
72,252,51.19047619047619,21.428571428571427,80.95238095238095,52.94117647058824,30.508474576271187,0.46737213403880074,0.5107432946388049,102,24,99,27
74,252,40.07936507936508,3.968253968253968,76.19047619047619,14.285714285714285,6.211180124223603,0.3013983371126228,0.383917119302657,96,30,121,5
75,252,50.79365079365079,2.380952380952381,99.20634920634922,75.0,4.615384615384616,0.4084782060972537,0.49884409075403824,125,1,123,3
76,252,49.2063492063492,92.85714285714286,5.555555555555555,49.57627118644068,64.64088397790056,0.49464600655076846,0.5192081411973287,7,119,9,117
77,252,54.36507936507936,98.4126984126984,10.317460317460316,52.320675105485236,68.31955922865014,0.7513227513227513,0.6882605173243781,13,113,2,124
78,252,48.41269841269841,93.65079365079364,3.1746031746031744,49.166666666666664,64.48087431693989,0.5098261526832955,0.5605444049399246,4,122,8,118
79,252,46.42857142857143,84.12698412698413,8.73015873015873,47.963800904977376,61.09510086455331,0.5672083648274124,0.6142918657501953,11,115,20,106
81,252,50.0,0.0,100.0,0.0,0.0,0.5216679264298312,0.5449600697680484,126,0,126,0
83,252,50.0,100.0,0.0,50.0,66.66666666666666,0.13447971781305115,0.32933001696758274,0,126,0,126
