subject_id,n_windows,accuracy,sensitivity,specificity,precision,f1_score,roc_auc,pr_auc,tn,fp,fn,tp
46,252,73.4126984126984,70.63492063492063,76.19047619047619,74.78991596638656,72.6530612244898,0.838687326782565,0.8470752601265475,96,30,37,89
47,252,64.68253968253968,85.71428571428571,43.65079365079365,60.33519553072626,70.81967213114754,0.732363315696649,0.7089748323813625,55,71,18,108
48,252,76.19047619047619,53.96825396825397,98.4126984126984,97.14285714285714,69.38775510204081,0.9512471655328798,0.9520001179915638,124,2,58,68
49,252,80.95238095238095,98.4126984126984,63.49206349206349,72.94117647058823,83.78378378378379,0.9608213655832704,0.963493696769117,80,46,2,124
50,252,59.523809523809526,72.22222222222221,46.82539682539682,57.59493670886076,64.08450704225352,0.6097883597883598,0.5650161801530178,59,67,35,91
51,252,62.301587301587304,99.20634920634922,25.396825396825395,57.077625570776256,72.46376811594203,0.8562610229276896,0.8350899565026659,32,94,1,125
53,252,58.730158730158735,69.04761904761905,48.41269841269841,57.23684210526315,62.589928057553955,0.6470773494583019,0.6630385082136288,61,65,39,87
54,252,78.17460317460318,92.06349206349206,64.28571428571429,72.04968944099379,80.8362369337979,0.9093600403124212,0.9137662764815615,81,45,10,116
55,252,42.46031746031746,20.634920634920633,64.28571428571429,36.61971830985916,26.39593908629442,0.4284454522549761,0.45228718440377547,81,45,100,26
56,252,76.98412698412699,54.761904761904766,99.20634920634922,98.57142857142858,70.40816326530613,0.9370748299319728,0.9455521836276181,125,1,57,69
57,252,68.25396825396825,91.26984126984127,45.23809523809524,62.5,74.19354838709677,0.7867850844041321,0.7847682756265177,57,69,11,115
58,252,87.3015873015873,89.68253968253968,84.92063492063492,85.60606060606061,87.59689922480621,0.95326278659612,0.9576805848326605,107,19,13,113
59,252,80.15873015873017,100.0,60.317460317460316,71.5909090909091,83.44370860927152,0.986835474930713,0.9860911816041951,76,50,0,126
60,252,78.96825396825396,57.936507936507944,100.0,100.0,73.36683417085426,0.9568531116150164,0.961373913417224,126,0,53,73
61,252,86.90476190476191,81.74603174603175,92.06349206349206,91.1504424778761,86.19246861924687,0.9269967246157723,0.9381188653564589,116,10,23,103
62,252,82.53968253968253,100.0,65.07936507936508,74.11764705882354,85.13513513513513,0.9933232552280171,0.9936748401502186,82,44,0,126
63,252,70.23809523809523,99.20634920634922,41.269841269841265,62.8140703517588,76.92307692307693,0.9427437641723357,0.9069759150423122,52,74,1,125
64,252,84.12698412698413,80.95238095238095,87.3015873015873,86.4406779661017,83.60655737704919,0.9064625850340137,0.9246614370577941,110,16,24,102
65,252,54.761904761904766,97.61904761904762,11.904761904761903,52.56410256410257,68.33333333333333,0.6768077601410935,0.6404142490571779,15,111,3,123
66,252,81.74603174603175,84.12698412698413,79.36507936507937,80.3030303030303,82.17054263565892,0.9086041824137063,0.9173953320066575,100,26,20,106
67,252,72.22222222222221,96.82539682539682,47.61904761904761,64.8936170212766,77.70700636942675,0.9088561350466113,0.9090059051583703,60,66,4,122
68,252,53.17460317460318,37.301587301587304,69.04761904761905,54.65116279069767,44.339622641509436,0.5382338120433359,0.5589272252566067,87,39,79,47
69,252,67.06349206349206,99.20634920634922,34.92063492063492,60.38647342995169,75.07507507507508,0.9347442680776015,0.9357312931554616,44,82,1,125
70,252,75.39682539682539,64.28571428571429,86.5079365079365,82.6530612244898,72.32142857142857,0.852103804484757,0.8674912180701907,109,17,45,81
71,252,59.523809523809526,95.23809523809523,23.809523809523807,55.55555555555556,70.17543859649122,0.7764550264550265,0.7377115847205413,30,96,6,120
72,252,78.96825396825396,82.53968253968253,75.39682539682539,77.03703703703704,79.6934865900383,0.8880700428319477,0.9067819144222588,95,31,22,104
74,252,71.03174603174604,84.92063492063492,57.14285714285714,66.45962732919256,74.56445993031359,0.838687326782565,0.861980317287516,72,54,19,107
75,252,60.71428571428571,94.44444444444444,26.984126984126984,56.39810426540285,70.62314540059347,0.7758881330309901,0.7210860469351392,34,92,7,119
76,252,82.14285714285714,91.26984126984127,73.01587301587301,77.18120805369128,83.63636363636363,0.9256109851347947,0.9206947346484465,92,34,11,115
77,252,76.5873015873016,59.523809523809526,93.65079365079364,90.36144578313254,71.77033492822966,0.9095490047871,0.9093354668683811,118,8,51,75
78,252,76.98412698412699,56.34920634920635,97.61904761904762,95.94594594594594,71.0,0.8996598639455783,0.9159059142415469,123,3,55,71
79,252,79.76190476190477,92.06349206349206,67.46031746031747,73.88535031847134,81.97879858657244,0.9231544469639708,0.9163665676834059,85,41,10,116
81,252,63.49206349206349,97.61904761904762,29.365079365079367,58.01886792452831,72.7810650887574,0.7971151423532375,0.8078036142252267,37,89,3,123
83,252,83.33333333333334,73.01587301587301,93.65079365079364,92.0,81.41592920353983,0.9237213403880071,0.9336370321550101,118,8,34,92
